answer_id,question_id,loc,code_sinippet
1023,835,8,3c7075626c6973686572733e0a20203c786d6c6c6f67676572202f3e0a20203c6275696c647075626c69736865723e0a202020203c736f757263654469723e433a5c646174615c70726f6a656374735c466f6f536f6c7574696f6e5c466f6f50726f6a6563745c62696e5c44656275673c2f736f757263654469723e0a202020203c7075626c6973684469723e433a5c7075626c69736865645c466f6f536f6c7574696f6e5c3c2f7075626c6973684469723e0a202020203c7573654c6162656c5375624469726563746f72793e66616c73653c2f7573654c6162656c5375624469726563746f72793e0a20203c2f6275696c647075626c69736865723e0a3c2f7075626c6973686572733e0a
938,935,1,696e7365727420696e746f2045736361706554657374202874657874292076616c7565732028452754686973206973207468652066697273742070617274205c5c6e20416e64207468697320697320746865207365636f6e6427293b0a
1028,947,1,46414c5345
938,935,1,696e7365727420696e746f2045736361706554657374202874657874292076616c7565732028452754686973206973207468652066697273742070617274205c6e20416e64207468697320697320746865207365636f6e6427293b0a
1028,947,1,5642
1130,1108,1,4e203d2028722f62667229203d20353030303030302f35203d20312c3030302c303030
1130,1108,1,4e2f32
1130,1108,1,52203d20323034
1096,1064,20,766f696420447261774375626528290a7b0a202020202f2f636f646520746f20647261772074686520637562650a7d0a0a766f696420446973706c6179437562657328290a7b0a20202020666f7228696e742069203d20303b2069203c2031303b202b2b69290a202020207b2020200a202020202020202020666f7228696e74206a203d20303b206a203c2031303b202b2b6a290a2020202020202020207b0a20202020202020202020202020676c507573684d617472697828293b0a202020202020202020202020202f2f616c7465722074686573652076616c75657320646570656e64696e67206f6e207468652073697a65206f6620796f75722063756265732e0a202020202020202020202020202f2f546869732063616c6c206d616b65732073757265207468617420796f7572206375626573206172656e277420647261776e206f766572746f70206f662065616368206f746865720a20202020202020202020202020676c5472616e736c6174656628692a352e302c206a2a352e302c2030293b0a20202020202020202020202020447261774375626528293b0a20202020202020202020202020676c506f704d617472697828293b0a2020202020202020207d0a202020207d20202020202020202020202020200a7d0a
1130,1108,1,626672203d2028422f5229203d20313032342f323034203d2035
1130,1108,1,72203d20352c3030302c303030
1130,1108,1,52203d203534
1130,1108,1,4e2f32203d203530302c303030
1130,1108,1,4e203d20312c3030302c303030
1073,1069,1,6c6f772d6c6576656c20616c6c6f6320415049
1130,1108,1,4e
1130,1108,1,4e203d2028722f62667229203d20353030303030302f3138203d203237372c373738
1130,1108,1,6c6f67322031303030303030203d2031392e3933203d203230
1130,1108,1,626672203d2028422f5229203d20313032342f3534203d203138
1130,1108,1,42203d20312c303234
1130,1108,1,3139202b2031203d203230
1130,1108,1,6c6f6732204e
1044,1040,1,4d6f766546696c654578
1130,1108,1,6c6f673220323737373738203d2031382e3038203d203139
1243,1237,1,5c5b73746172745c5d5c732a2828283f215c5b73746172745c5d7c5c5b656e645c5d292e292b295c732a5c5b656e645c5d0a
1309,1304,2,6966206e6f74206c6f636b6564207468656e0a202020206f70656e20616e64207570646174652066696c650a
1154,1145,3,766f696420207374727265702863686172202a696e7075742c2063686172202a7365617263682c2063686172202a7265706c616365293b0a636861722a207374727265706d2863686172202a696e7075742c2063686172202a7365617263682c2063686172202a7265706c616365293b0a766f696420207374727265706d667265652863686172202a696e707574293b0a
1243,1237,1,5b656e645d
1243,1237,1,5b73746172745d
1305,1292,18,7075626c696320636c617373204c696d6974656451756575653c543e203a2051756575653c543e0a7b0a202020207075626c696320696e74204c696d6974207b206765743b207365743b207d0a0a202020207075626c6963204c696d69746564517565756528696e74206c696d697429203a2062617365286c696d6974290a202020207b0a20202020202020204c696d6974203d206c696d69743b0a202020207d0a0a202020207075626c6963206e657720766f696420456e71756575652854206974656d290a202020207b0a20202020202020207768696c652028436f756e74203e3d204c696d6974290a20202020202020207b0a2020202020202020202020204465717565756528293b0a20202020202020207d0a2020202020202020626173652e456e7175657565286974656d293b0a202020207d0a7d0a
1248,11,40,636f6e737420696e74205345434f4e44203d20313b0a636f6e737420696e74204d494e555445203d203630202a205345434f4e443b0a636f6e737420696e7420484f5552203d203630202a204d494e5554453b0a636f6e737420696e7420444159203d203234202a20484f55523b0a636f6e737420696e74204d4f4e5448203d203330202a204441593b0a0a766172207473203d206e65772054696d655370616e284461746554696d652e5574634e6f772e5469636b73202d20796f7572446174652e5469636b73293b0a646f75626c652064656c7461203d204d6174682e4162732874732e546f74616c5365636f6e6473293b0a0a6966202864656c7461203c2031202a204d494e555445290a202072657475726e2074732e5365636f6e6473203d3d2031203f20226f6e65207365636f6e642061676f22203a2074732e5365636f6e6473202b2022207365636f6e64732061676f223b0a0a6966202864656c7461203c2032202a204d494e555445290a202072657475726e202261206d696e7574652061676f223b0a0a6966202864656c7461203c203435202a204d494e555445290a202072657475726e2074732e4d696e75746573202b2022206d696e757465732061676f223b0a0a6966202864656c7461203c203930202a204d494e555445290a202072657475726e2022616e20686f75722061676f223b0a0a6966202864656c7461203c203234202a20484f5552290a202072657475726e2074732e486f757273202b202220686f7572732061676f223b0a0a6966202864656c7461203c203438202a20484f5552290a202072657475726e2022796573746572646179223b0a0a6966202864656c7461203c203330202a20444159290a202072657475726e2074732e44617973202b202220646179732061676f223b0a0a6966202864656c7461203c203132202a204d4f4e5448290a7b0a2020696e74206d6f6e746873203d20436f6e766572742e546f496e743332284d6174682e466c6f6f722828646f75626c652974732e44617973202f20333029293b0a202072657475726e206d6f6e746873203c3d2031203f20226f6e65206d6f6e74682061676f22203a206d6f6e746873202b2022206d6f6e7468732061676f223b0a7d0a656c73650a7b0a2020696e74207965617273203d20436f6e766572742e546f496e743332284d6174682e466c6f6f722828646f75626c652974732e44617973202f2033363529293b0a202072657475726e207965617273203c3d2031203f20226f6e6520796561722061676f22203a207965617273202b20222079656172732061676f223b0a7d0a
1232,1180,2,5365727665726e616d65207777772e6f7572646f6d61696e2e636f6d0a536572766572416c696173202a2e6f7572646f6d61696e2e636f6d0a
1232,1180,1,6c697374282024757365726e616d652029203d206578706c6f64652820222e222c20245f5345525645525b2022485454505f484f535422205d20293b0a
1157,1156,1,43524541544520494e444558205b696e646578206e616d655d204f4e205b7461626c65206e616d655d2028205b636f6c756d6e206e616d655d20290a
1456,1453,10,7075626c69632066756e6374696f6e20637265617465536869706d656e74282473746172745a69702c2024656e645a69702c20247765696768743d6e756c6c297b0a2020202024776569676874203d202124776569676874203f2024746869732d3e67657444656661756c745765696768742829203a20247765696768743b0a7d0a0a2f2f206f722e2e2e0a0a7075626c69632066756e6374696f6e20637265617465536869706d656e74282473746172745a69702c2024656e645a69702c20247765696768743d6e756c6c297b0a202020206966202820212477656967687420290a202020202020202024776569676874203d2024746869732d3e67657444656661756c7457656967687428293b0a7d0a
1339,1329,1,78636f7079202f4b202f52202f45202f49202f53202f43202f48202f47202f58202f5920733a5c2a2e2a20743a5c0a
1468,1457,3,2f2f20414a415820636f646520746f20646973706c6179207468652022666f6f2220737461746520676f657320686572652e0a0a6c6f636174696f6e2e68617368203d2027666f6f273b0a
1418,1401,1,73656e646572
1418,1401,1,61726773
1468,1457,1,6c6f636174696f6e2e68617368
1425,1417,2,24757365726e616d65203d20245f5345525645525b275048505f415554485f55534552275d3b0a2470617373776f7264203d20245f5345525645525b275048505f415554485f5057275d3b0a
1477,1451,11,225b466c6167735d0a7075626c696320656e756d205065726d697373696f6e0a7b0a20202020564945575553455253203d20312c202f2f20325e30202f2f203030303020303030310a20202020454449545553455253203d20322c202f2f20325e31202f2f203030303020303031300a202020205649455750524f4455435453203d20342c202f2f20325e32202f2f203030303020303130300a202020204544495450524f4455435453203d20382c202f2f20325e33202f2f203030303020313030300a2020202056494557434c49454e5453203d2031362c202f2f20325e34202f2f203030303120303030300a2020202045444954434c49454e5453203d2033322c202f2f20325e35202f2f203030313020303030300a2020202044454c455445434c49454e5453203d2036342c202f2f20325e36202f2f203031303020303030300a7d220a
1404,9,6,2f2f205361766520746f646179277320646174652e0a76617220746f646179203d204461746554696d652e546f6461793b0a2f2f2043616c63756c61746520746865206167652e0a76617220616765203d20746f6461792e59656172202d206269727468646174652e596561723b0a2f2f20476f206261636b20746f2074686520796561722074686520706572736f6e2077617320626f726e20696e2063617365206f662061206c65617020796561720a696620286269727468646174652e44617465203e20746f6461792e4164645965617273282d6167652929206167652d2d3b0a
1418,1401,1,5363726970744d616e616765722e5265676973746572436c69656e74536372697074426c6f636b
1771,1762,1,2463616e4d65726765203d202824636f6e646974696f6e312026262024636f6e646974696f6e32293b0a
1843,1836,16,7573696e672053797374656d3b0a7573696e672053797374656d2e44726177696e673b0a7573696e672053797374656d2e57696e646f77732e466f726d733b0a0a73746174696320636c6173732050726f6772616d0a7b0a2020202073746174696320766f6964204d61696e28290a202020207b0a202020202020202054696d65722074696d6572203d206e65772054696d657228293b0a20202020202020202f2f2074696d65722e496e74657276616c203d2034206d696e757465730a202020202020202074696d65722e496e74657276616c203d2028696e74292854696d655370616e2e5469636b735065724d696e757465202a2034202f2054696d655370616e2e5469636b735065724d696c6c697365636f6e64293b0a202020202020202074696d65722e5469636b202b3d202873656e6465722c206172677329203d3e207b20437572736f722e506f736974696f6e203d206e657720506f696e7428437572736f722e506f736974696f6e2e58202b20312c20437572736f722e506f736974696f6e2e59202b2031293b207d3b0a202020202020202074696d65722e537461727428293b0a20202020202020204170706c69636174696f6e2e52756e28293b0a202020207d0a7d0a
1749,1746,1,2f285b412d5a5d292f
1628,1615,3,7375646f206170742d67657420696e7374616c6c2075756465766965770a7575646576696577202d6920796f7572666f726d2e7866646c0a67756e7a6970202d53202222203c20554e4b4e4f574e2e303031203e20796f7572666f726d2d756e7061636b65642e7866646c200a
1857,1854,1,706c6174666f726d2e73797374656d2829
1857,1854,1,44617277696e
1857,1854,8,3e3e3e20696d706f7274206f730a3e3e3e206f732e6e616d650a27706f736978270a3e3e3e20696d706f727420706c6174666f726d0a3e3e3e20706c6174666f726d2e73797374656d28290a274c696e7578270a3e3e3e20706c6174666f726d2e72656c6561736528290a27322e362e32322d31352d67656e65726963270a
1857,1854,1,4c696e7578
1857,1854,1,706c6174666f726d
1749,1746,1,707265675f7265706c61636528222f285b412d5a5d292f222c20223c7370616e20636c6173733d5c22696e697469616c5c223e24313c2f7370616e3e222c2024737472290a
1857,1854,1,57696e646f7773
1556,1528,4,5b4f62736f6c6574652822546865736520617265206e6f7420737570706f7274656420696e207468697320636c6173732e222c2074727565295d0a7075626c6963206f766572726964652020766f696420646f6e7463616c6c6d65616e796d6f726528290a7b0a7d0a
1628,1615,1,6170706c69636174696f6e2f766e642e7866646c3b636f6e74656e742d656e636f64696e673d226261736536342d677a6970220a
1852,1829,2,696d706f7274206d73766372740a616e737765723d6d73766372742e676574636828290a
1940,1936,13,7075626c696320416374696f6e526573756c7420466f726d28290a7b0a202020202f2a204465636c617265207669657744617461206574632e202a2f0a0a202020206966202854656d70446174615b22666f726d225d20213d206e756c6c290a202020207b0a20202020202020202f2a20436173742054656d70446174615b22666f726d225d20746f200a202020202020202053797374656d2e436f6c6c656374696f6e732e5370656369616c697a65642e4e616d6556616c7565436f6c6c656374696f6e200a2020202020202020616e6420757365206974202a2f0a202020207d0a0a2020202072657475726e20566965772822466f726d222c207669657744617461293b0a7d0a
2223,2123,6,6c6162656c207b0a202077696474683a2031303070783b0a20206865696768743a2031303070783b0a2020646973706c61793a20626c6f636b3b0a20206261636b67726f756e642d636f6c6f723a20236530653066663b0a7d
2223,2123,3,3c6c6162656c20666f723d2274657374223e0a202041207469636b7920626f7821203c696e70757420747970653d22636865636b626f78222069643d227465737422202f3e0a3c2f6c6162656c3e
2044,2043,13,7b0a2020496620796f752061726520776f726b696e67206f6e206120444c4c20616e642061726520696e746572657374656420696e207468652066696c656e616d65206f66207468650a2020444c4c20726174686572207468616e207468652066696c656e616d65206f6620746865206170706c69636174696f6e2c207468656e20796f752063616e2075736520746869732066756e6374696f6e3a0a7d0a0a66756e6374696f6e204765744d6f64756c654e616d653a20737472696e673b0a7661720a2020737a46696c654e616d653a2061727261795b302e2e4d41585f504154485d206f6620436861723b0a626567696e0a202046696c6c4368617228737a46696c654e616d652c2053697a654f6628737a46696c654e616d65292c202330293b0a20204765744d6f64756c6546696c654e616d652868496e7374616e63652c20737a46696c654e616d652c204d41585f50415448293b0a2020526573756c74203a3d20737a46696c654e616d653b0a656e643b0a
1886,1873,1,262333393b
1945,1908,17,657374696d6174652d6c617469747564652d6c6f6e6769747564652028782c2079290a0a202020206e756d657261746f722d6c61746974756465203a3d20300a202020206e756d657261746f722d6c6f6e676974756465203a3d20300a2020202064656e6f6d696e61746f72203a3d20300a0a20202020666f72206561636820706f696e742c0a202020202020202064656c746158203a3d2078202d20706f696e742e780a202020202020202064656c746159203a3d2079202d20706f696e742e790a2020202020202020646973745371203a3d2064656c746158202a2064656c746158202b2064656c746159202a2064656c7461590a2020202020202020776569676874203a3d2031202f206469737453710a0a20202020202020206e756d657261746f722d6c61746974756465202b3d20776569676874202a20706f696e742e6c617469747564650a20202020202020206e756d657261746f722d6c6f6e676974756465202b3d20776569676874202a20706f696e742e6c6f6e6769747564650a202020202020202064656e6f6d696e61746f72202b3d207765696768740a0a2020202072657475726e20286e756d657261746f722d6c61746974756465202f2064656e6f6d696e61746f722c206e756d657261746f722d6c6f6e676974756465202f2064656e6f6d696e61746f72290a
2223,2123,1,646973706c6179
1886,1873,1,3c612069643d226153686f774869646522206f6e636c69636b3d27546f67676c65446973706c617928262333393b3c2523204461746142696e6465722e4576616c28436f6e7461696e65722e446174614974656d2c20224a6f62436f6465222920253e262333393b293b273e53686f772f486964653c2f613e0a
1886,1873,1,262333343b
2047,1535,5,5b5265747279466f72282031302e486f757273282920295d0a7075626c696320766f69642044656c6574654172636869766528290a7b0a20202f2f2e2e20636f646520746f206a7573742064656c6574652074686520617263686976650a7d0a
1886,1873,1,3c612069643d226153686f774869646522206f6e636c69636b3d27546f67676c65446973706c617928262333343b3c2523204461746142696e6465722e4576616c28436f6e7461696e65722e446174614974656d2c20224a6f62436f6465222920253e262333343b293b273e53686f772f486964653c2f613e0a
1940,1936,5,7075626c696320416374696f6e526573756c742053656e6428290a7b0a2020202054656d70446174615b22666f726d225d203d20526571756573742e466f726d3b0a2020202072657475726e20746869732e5265646972656374546f416374696f6e2861203d3e20612e466f726d2829293b0a7d0a
2310,2041,1,6272616e63686573
2316,2311,1,66203d206f70656e20286c6f6366696c652c2022726222290a
2233,2209,1,3c626f64792072756e61743d22736572766572222069643d226d617374657270616765426f6479223e0a
2310,2041,1,74616773
2233,2209,1,4d61737465722e46696e64436f6e74726f6c28226d617374657270616765426f647922290a
2310,2041,1,73766e20636f7079
2310,2041,1,7472756e6b
2233,2209,1,3c25204d61737465725061676546696c653d222e2e2e2220253e0a
2316,2311,1,7262
2268,2262,5,2320636c65616e207570206f6c642072756c657320616e6420666f727761726420746f206e65772055524c0a5265777269746552756c65205e2f3f757365723d282e2a2920202f75736572732f2431205b4e432c523d3330315d0a0a232072657772697465207468652072756c6520696e7465726e616c6c790a5265777269746552756c65205e2f75736572732f282e2a2920202f3f757365723d2431205b4e432c4c5d0a
2400,2232,1,28
2400,2232,1,244348494c445f535441545553
2400,2232,1,706964
2400,2232,1,65786974737461747573
2400,2232,2,76616c7565203d20257828206563686f202768692720290a76616c7565203d2025785b20237b636d647d205d0a
2393,2348,6,44696d20782c20792c207a0a78203d20417272617928312c20322c2033290a0a466f722045616368207920496e20780a202020207a203d20446f536f6d657468696e67576974682879290a4e6578740a
2400,2232,1,5b
2400,2232,1,3c
2400,2232,1,7b
2400,2232,1,243f
2320,2308,1,2452657624
2400,2232,1,25787b7d
2320,2308,1,766e3a6b6579776f726473202252657620496422
2400,2232,1,73797374656d2829
2393,2348,1,4c426f756e64
2400,2232,1,74727565
2400,2232,1,4b65726e656c2365786563
2400,2232,1,237b202e2e2e207d
2400,2232,1,25782820636d642029
2400,2232,1,60636d6460
2400,2232,1,78
2393,2348,1,55426f756e64
2393,2348,1,466f722045616368
2400,2232,2,657865632820226563686f20276869272220290a657865632820636d6420292023204e6f74653a20746869732077696c6c206e6576657220626520726561636865642062656361757365206f6620746865206c696e652061626f76650a
2400,2232,1,66616c7365
2382,2120,1,53454c45435420535542535452494e47286d61737465722e64626f2e666e5f76617262696e746f6865787374722848617368427974657328274d4435272c202748656c6c6f576f726c642729292c20332c203332290a
2400,2232,2,76616c7565203d20606563686f2027686927600a76616c7565203d2060237b636d647d600a
2400,2232,1,4b65726e656c2373797374656d
2400,2232,1,2f62696e2f7368
2400,2232,2,776173476f6f64203d2073797374656d2820226563686f20276869272220290a776173476f6f64203d2073797374656d2820636d6420290a
2400,2232,1,243f2e657869747374617475730a
2400,2232,1,636d64203d20226563686f20276869272220232053616d706c6520737472696e6720746861742063616e20626520757365640a
2400,2232,1,4b65726e656c2360
2490,2256,3,68616e646c65203d20474348616e646c652e416c6c6f63286275666665722c20474348616e646c65547970652e50696e6e6564293b0a6f203d2028596f7572537472756374294d61727368616c2e507472546f5374727563747572652868616e646c652e416464724f6650696e6e65644f626a65637428292c20747970656f6628596f757253747275637429293b0a68616e646c652e4672656528293b0a
2548,2509,13,53746f72793a2055736572206c6f6767696e6720696e0a20204173206120757365720a2020492077616e7420746f206c6f67696e2077697468206d792064657461696c730a2020536f207468617420492063616e206765742061636365737320746f2074686520736974650a0a5363656e6172696f3a205573657220757365732077726f6e672070617373776f72640a0a2020476976656e206120757365726e616d6520276a646f65270a2020416e6420612070617373776f726420276c65746d65696e270a0a20205768656e207468652075736572206c6f677320696e207769746820757365726e616d6520616e642070617373776f72640a0a20205468656e20746865206c6f67696e20666f726d2073686f756c642062652073686f776e20616761696e0a
2546,2527,13,766f6964207472656556696577314d6f7573655570286f626a6563742073656e6465722c204d6f7573654576656e74417267732065290a7b0a20202020696628652e427574746f6e203d3d204d6f757365427574746f6e732e5269676874290a202020207b0a20202020202020202f2f2053656c6563742074686520636c69636b6564206e6f64650a20202020202020207472656556696577312e53656c65637465644e6f6465203d207472656556696577312e4765744e6f6465417428652e582c20652e59293b0a0a20202020202020206966287472656556696577312e53656c65637465644e6f646520213d206e756c6c290a20202020202020207b0a2020202020202020202020206d79436f6e746578744d656e7553747269702e53686f77287472656556696577312c20652e4c6f636174696f6e293b0a20202020202020207d0a202020207d0a7d0a
2585,109,1,436f6e766572742e546f537472696e6728436f6e766572742e546f4368617228496e7433322e506172736528456e636f646564537472696e672e537562737472696e6728696e745061727365496e6465782c2032292c2053797374656d2e476c6f62616c697a6174696f6e2e4e756d6265725374796c65732e4865784e756d6265722929293b0a
2490,2256,5,596f7572537472756374206f203d206e657720596f757253747275637428293b0a627974655b5d20627566666572203d206e657720627974655b4d61727368616c2e53697a654f6628747970656f6628596f757253747275637429295d3b0a474348616e646c652068616e646c65203d20474348616e646c652e416c6c6f63286275666665722c20474348616e646c65547970652e50696e6e6564293b0a4d61727368616c2e537472756374757265546f507472286f2c2068616e646c652e416464724f6650696e6e65644f626a65637428292c2066616c7365293b0a68616e646c652e4672656528293b0a
2531,2530,1,6175746f636f6d706c6574653d226f666622
2531,2530,1,3c696e70757420747970653d227465787422206e616d653d22666f6f22206175746f636f6d706c6574653d226f666622202f3e0a
2531,2530,1,6175746f636f6d706c657465
